Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
35.3370606, 25.1759651;Κρατικός Αερολιμένας Ηρακλείου Νίκος Καζαντζάκης;Heraklion International Airport Nikos Kazantzakis;;HER;LGIR;el:Κρατικός Αερολιμένας Ηρακλείου «Νίκος Καζαντζάκης»;Q1142384;https://www.hcaa-eleng.gr/irak.htm;;;;https://www.openstreetmap.org/edit?node=41462113;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Nikos Kazantzakis International Airport"", ""city_served"": ""Heraklion"", ""ele"": ""39"", ""int_name"": ""Heraklion International Airport"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0643\u0627\u0646\u062f\u064a\u0629 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Internationaler Flughafen Iraklio Nikos Kazantzakis"", ""name:el"": ""\u039a\u03c1\u03b1\u03c4\u03b9\u03ba\u03cc\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u0397\u03c1\u03b1\u03ba\u03bb\u03b5\u03af\u03bf\u03c5 \u039d\u03af\u03ba\u03bf\u03c2 \u039a\u03b1\u03b6\u03b1\u03bd\u03c4\u03b6\u03ac\u03ba\u03b7\u03c2"", ""owner"": ""Greek Government"", ""type"": ""public""}";Greece;GR
43.4691926, -1.5231207;Aéroport de Biarritz Pays Basque;;Aéroport de Biarritz Pays Basque;BIQ;LFBZ;fr:Aéroport de Biarritz-Anglet-Bayonne;Q620101;https://www.biarritz.aeroport.fr/;+33 5 59 43 83 83;;;https://www.openstreetmap.org/edit?node=42019218;http://biarritz.aeroport.fr/;"{""addr:housenumber"": ""7"", ""addr:street"": ""Esplanade de l'Europe"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""74"", ""email"": ""informations@biarritz.aeroport.fr"", ""fax"": ""+33 5 59 43 83 86"", ""internet_access:fee"": ""no"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0628\u064a\u0627\u0631\u062a\u0633 \u0628\u0644\u0627\u062f \u0627\u0644\u0628\u0634\u0643\u0646\u0634"", ""name:es"": ""Aeropuerto de Biarritz"", ""name:eu"": ""Biarritz Pays Basque aireportuak""}";France;FR
49.4541454, 2.1196855;Aéroport de Beauvais-Tillé;;;BVA;LFOB;en:Beauvais–Tillé Airport;Q611983;;;Chambre de Commerce et d'Industrie de l'Oise;;https://www.openstreetmap.org/edit?node=42019302;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""A\u00e9roport de Paris Beauvais Till\u00e9"", ""ele"": ""109"", ""name:es"": ""Aeropuerto de Beauvais-Till\u00e9"", ""name:pl"": ""Port lotniczy Beauvais-Till\u00e9"", ""surface"": ""grass""}";France;FR
45.3624009, 5.3300082;Aéroport de Grenoble Alpes Isère;;;GNB;LFLS;fr:Aéroport de Grenoble-Alpes-Isère;Q1431422;;;;;https://www.openstreetmap.org/edit?node=42019332;;"{""access"": ""private"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""A\u00e9roport de Grenoble-Is\u00e8re"", ""ele"": ""397"", ""old_name"": ""A\u00e9roport de Grenoble Saint-Geoirs"", ""ref"": ""GNB""}";France;FR
42.5298965, 8.7922257;Aéroport de Calvi Sainte-Catherine;Calvi – Sainte-Catherine Airport;;CLY;LFKC;fr:Aéroport de Calvi-Sainte-Catherine;Q1431045;;;;;https://www.openstreetmap.org/edit?node=42019349;Union européenne - SOeS, CORINE Land Cover, 2006.;"{""CLC:code"": ""124"", ""CLC:id"": ""FR-269256"", ""CLC:year"": ""2006"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""name:co"": ""Aeruportu di Calvi Santa Catalina"", ""name:de"": ""Flughafen Calvi"", ""oaci"": ""LFKC"", ""ref"": ""CLY"", ""reg_name"": ""Sta Catalina""}";France;FR
41.5034306, 9.0978591;Figari - Sud Corse;;;FSC;LFKF;fr:Aéroport de Figari-Sud-Corse;Q1431300;;;Chambre de commerce et d'industrie d'Ajaccio et de la Corse-du-Sud;;https://www.openstreetmap.org/edit?node=42019355;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""barrier"": ""fence"", ""ele"": ""27""}";France;FR
-3.4284289, 37.0720298;Kilimanjaro International Airport;;;JRO;HTKJ;;Q1365099;http://www.kilimanjaroairport.co.tz/;;;;https://www.openstreetmap.org/edit?node=43271388;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""890"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b Kilimand\u017e\u00e1ro"", ""name:de"": ""Flughafen Kilimandscharo International"", ""name:sk"": ""Medzin\u00e1rodn\u00e9 letisko Kilimand\u017e\u00e1ro"", ""ref"": ""KIR""}";Tanzania;TZ
45.8629641, 1.182349;Aéroport International de Limoges-Bellegarde;;;LIG;LFBL;fr:Aéroport de Limoges-Bellegarde;Q764655;;;;;https://www.openstreetmap.org/edit?node=43924143;cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre,mise à jour : 2009;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome""}";France;FR
45.0337393, 39.1731745;Международный аэропорт Краснодар;Krasnodar International Airport;;KRR;URKK;ru:Пашковский (аэропорт);Q1629051;;;JSC Krasnodar International Airport;;https://www.openstreetmap.org/edit?node=44687612;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Krasnodar"", ""ele"": ""36"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440"", ""official_name"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041a\u0440\u0430\u0441\u043d\u043e\u0434\u0430\u0440 (\u041f\u0430\u0448\u043a\u043e\u0432\u0441\u043a\u0438\u0439) \u0438\u043c\u0435\u043d\u0438 \u0415\u043a\u0430\u0442\u0435\u0440\u0438\u043d\u044b II""}";Russia;RU
40.8993345, 9.5186505;Aeroporto Internazionale Olbia Costa Smeralda;Olbia Costa Smeralda International Airport;;OLB;LIEO;it:Aeroporto di Olbia-Costa Smeralda;Q1432236;https://www.geasar.it/;+39 0789 563 444;GEASAR;;https://www.openstreetmap.org/edit?node=46428086;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""11"", ""email"": ""geasar@pec.it"", ""fax"": ""+39 0789 563 401"", ""local_ref"": ""SS03"", ""name:it"": ""Aeroporto Internazionale Olbia Costa Smeralda"", ""name:sc"": ""Aeroportu Internatzionale Terranoa Montes de Mola"", ""type"": ""public""}";Italy;IT
51.3830799, -2.7186615;Bristol Airport;;Aéroport international de Bristol;BRS;EGGD;en:Bristol Airport;Q8725;https://www.bristolairport.co.uk/;;;;https://www.openstreetmap.org/edit?node=47483196;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""type"": ""public""}";United Kingdom;GB
37.4674234, 15.0652965;Aeroporto di Catania Fontanarossa;Catania-Fontanarossa Airport;;CTA;LICC;it:Aeroporto di Catania-Fontanarossa;Q540273;https://aeroporto.catania.it/;;;;https://www.openstreetmap.org/edit?node=48069171;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""13"", ""local_ref"": ""CT03"", ""name:it"": ""Aeroporto di Catania Fontanarossa"", ""official_name"": ""Aeroporto di Catania Fontanarossa Vincenzo Bellini"", ""type"": ""public""}";Italy;IT
18.5790018, -72.2932731;Aéroport International Toussaint Louverture - Ayewopò Entènasyonal Tousen Louvèti;Toussaint Louverture International Airport;Aéroport International Toussaint Louverture;PAP;MTPP;en:Toussaint Louverture International Airport;Q794560;;;Autorité Aeroportuaire Nationale;;https://www.openstreetmap.org/edit?node=48332100;Wikipedia,Yahoo,GeoEye;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""37"", ""is_in:arrondissement"": ""Jacmel"", ""name:gcf"": ""Lay\u00e9wop\u00f2 Tousen louv\u00e8ti"", ""name:ht"": ""Ayewop\u00f2 Ent\u00e8nasyonal Tousen Louv\u00e8ti"", ""name_1"": ""Toussaint Louverture"", ""short_name"": ""Toussaint Louverture - Tousen Louv\u00e8ti"", ""source:name:fr"": ""http://fr.wikipedia.org/wiki/A%C3%A9roport_international_Toussaint_Louverture"", ""source:name:ht"": ""http://www2.ku.edu/~haitiancreole/ti_koze_kreyol/ti_koze_kreyol.pdf""}";Haiti;HT
19.7265457, -72.2002106;Aéroport International Cap-Haïtien;Cap-Haitien International Airport;Aéroport International Cap-Haïtien;CAP;MTCH;en:Cap-Haitien International Airport;Q2286957;https://www.aanhaiti.com/aan/airports/cap_overview.asp;;Autorité Aeroportuaire Nationale;;https://www.openstreetmap.org/edit?node=48485866;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Cap-Ha\u00eftien"", ""ele"": ""3"", ""landuse"": ""grass"", ""loc_name"": ""Cap-Haitien International Airport"", ""name:ht"": ""Ayewop\u00f2 Ent\u00e8nasyonal Okap""}";Haiti;HT
57.6630308, 12.284495;Göteborg Landvetter Airport;Gothenburg Landvetter Airport;Aéroport de Göteborg-Landvetter;GOT;ESGG;sv:Göteborg-Landvetter flygplats;Q1137115;https://www.swedavia.com/landvetter/;;Swedavia;;https://www.openstreetmap.org/edit?node=50587885;;"{""addr:postcode"": ""438 80"", ""addr:street"": ""Flygplatsv\u00e4gen"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Landvetter Flygplats"", ""contact:phone"": ""+46 31 941000"", ""ele"": ""154.4"", ""email"": ""info@landvetterairport.se"", ""fax"": ""+46 10 10 93 111"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""Airport-Guest"", ""name:sv"": ""G\u00f6teborg Landvetter Airport"", ""operator:type"": ""government""}";Sweden;SE
47.4474579, -122.3083543;Seattle-Tacoma International Airport;Seattle-Tacoma International Airport;;SEA;KSEA;en:Seattle–Tacoma International Airport;Q14295;https://www.portseattle.org/sea-tac/;"+1 206 787 5388;+1 800 544 1965";Port of Seattle;;https://www.openstreetmap.org/edit?node=50898115;;"{""addr:state"": ""WA"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Sea-Tac Airport;SEA Airport"", ""city_served"": ""Seattle, Washington;Tacoma, Washington"", ""ele"": ""129"", ""faa"": ""SEA"", ""gnis:county_name"": ""King"", ""gnis:created"": ""03/01/1990"", ""gnis:edited"": ""01/07/2006"", ""gnis:feature_id"": ""1533945"", ""gnis:feature_type"": ""Airport"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name:de"": ""Flughafen Seattle-Tacoma"", ""name:ja"": ""\u30b7\u30a2\u30c8\u30eb\u30fb\u30bf\u30b3\u30de\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\uc2dc\uc560\ud2c0\ud0c0\ucf54\ub9c8\uad6d\uc81c\uacf5\ud56d"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0421\u0438\u044d\u0442\u043b-\u0422\u0430\u043a\u043e\u043c\u0430"", ""operator:type"": ""public"", ""rank_aci:2016"": ""28"", ""ref"": ""SEA"", ""source_ref"": ""geonames.usgs.gov"", ""type"": ""public""}";United States of America;US
55.0385826, -1.6925163;Newcastle International Airport;Newcastle International Airport;;NCL;EGNT;en:Newcastle International Airport;Q8975;https://www.newcastleairport.com/;+44 871 882 1121;Newcastle International Airport Ltd;;https://www.openstreetmap.org/edit?node=51496177;Bing;"{""addr:city"": ""Newcastle upon Tyne"", ""addr:housename"": ""Newcastle International Airport"", ""addr:postcode"": ""NE13 8BZ"", ""addr:street"": ""Woolsington"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""contact:website"": ""http://www.newcastleairport.com"", ""ele"": ""81"", ""ifr"": ""yes"", ""name:pl"": ""Port lotniczy Newcastle"", ""name:ru"": ""\u041d\u044c\u044e\u043a\u0430\u0441\u043b"", ""old_name"": ""Woolsington Aerodrome"", ""operator:type"": ""private"", ""ref"": ""NCL"", ""size"": ""4500000"", ""vfr"": ""yes"", ""wheelchair"": ""yes""}";United Kingdom;GB
-17.6989896, 168.3181493;Bauerfield International Airport;;;VLI;NVVV;en:Bauerfield International Airport;Q811239;https://www.airports.vu/;;Airports Vanuatu Limited;;https://www.openstreetmap.org/edit?node=52246235;Gagravarr_Airports;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""21"", ""length"": ""2600""}";Vanuatu;VU
13.0773038, -59.4914784;Grantley Adams International Airport;Grantley Adams International Airport;;BGI;TBPB;en:Grantley Adams International Airport;Q902486;;;Government of Barbados;;https://www.openstreetmap.org/edit?node=52494538;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""airport_ref"": ""BGI"", ""closest_town"": ""Bridgetown"", ""ele"": ""52"", ""fixme"": ""Needs tags updated to current schema"", ""internet_access"": ""wlan"", ""is_in"": ""Bridgetown,,Barbados"", ""name_1"": ""Grantley Adams"", ""operator:type"": ""public"", ""ref"": ""BGI""}";Barbados;BB
54.3761677, 18.4729239;Port Lotniczy Gdańsk im. Lecha Wałęsy;Gdansk Lech Walesa Airport;;GDN;EPGD;pl:Port Lotniczy Gdańsk im. Lecha Wałęsy;Q779984;https://www.airport.gdansk.pl/;+48 525 673 531;;;https://www.openstreetmap.org/edit?node=53291380;;"{""addr:city"": ""Gda\u0144sk"", ""addr:country"": ""PL"", ""addr:housenumber"": ""200"", ""addr:postcode"": ""80-298"", ""addr:street"": ""Juliusza S\u0142owackiego"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Lotnisko Gda\u0144sk"", ""name:be"": ""\u0413\u0434\u0430\u043d\u044c\u0441\u043a\u0456 \u0430\u044d\u0440\u0430\u043f\u043e\u0440\u0442 \u0456\u043c\u044f \u041b\u0435\u0445\u0430 \u0412\u0430\u043b\u0435\u043d\u0441\u044b"", ""name:de"": ""Lech-Wa\u0142\u0119sa-Flughafen Danzig"", ""name:ja"": ""\u30b0\u30c0\u30cb\u30b9\u30af\u30fb\u30ec\u30d5\u30fb\u30f4\u30a1\u30a6\u30a7\u30f3\u30b5\u7a7a\u6e2f"", ""name:ru"": ""\u0413\u0434\u0430\u043d\u044c\u0441\u043a\u0438\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0438\u043c\u0435\u043d\u0438 \u041b\u0435\u0445\u0430 \u0412\u0430\u043b\u0435\u043d\u0441\u044b"", ""name:uk"": ""\u0413\u0434\u0430\u043d\u0441\u044c\u043a\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0456\u043c\u0435\u043d\u0456 \u041b\u0435\u0445\u0430 \u0412\u0430\u043b\u0435\u043d\u0441\u0438""}";Poland;PL
10.8182287, 106.6558957;Sân bay quốc tế Tân Sơn Nhất;Tan Son Nhat International Airport;Aéroport International de Tân Sơn Nhất;SGN;VVTS;en:Tan Son Nhat International Airport;;;;Airports Corporation of Vietnam;;https://www.openstreetmap.org/edit?node=54242195;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""10"", ""international_flights"": ""yes"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062a\u0627\u0646 \u0633\u0648\u0646 \u0646\u0647\u0627\u062a \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Flughafen Tan-Son-Nhat"", ""name:id"": ""Bandar Udara Internasional Tan Son Nhat"", ""name:it"": ""Aeroporto Internazionale Tan Son Nhat"", ""name:ja"": ""\u30bf\u30f3\u30bd\u30f3\u30cb\u30e3\u30c3\u30c8\u56fd\u969b\u7a7a\u6e2f"", ""name:km"": ""\u17a2\u17b6\u1780\u17b6\u179f\u1799\u17b6\u1793\u178a\u17d2\u178b\u17b6\u1793\u17a2\u1793\u17d2\u178f\u179a\u1787\u17b6\u178f\u17b7\u178f\u17b6\u1793\u179f\u17bc\u1793\u178e\u17b6\u178f\u17d2\u178f"", ""name:ko"": ""\ub5a4\uc120\ub153 \uad6d\uc81c\uacf5\ud56d"", ""name:la"": ""\u0eaa\u0eb0\u0edc\u0eb2\u0ea1\u0e9a\u0eb4\u0e99\u0eaa\u0eb2\u0e81\u0ebb\u0e99\u0ec0\u0e95\u0eb4\u0e99\u0ec0\u0e8a\u0eb4\u0e99\u0ec0\u0e8d\u0eb4\u0e94"", ""name:ms"": ""Lapangan Terbang Antarabangsa Tan Son Nhat"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u0430\u043d\u0448\u043e\u043d\u043d\u044f\u0442"", ""name:th"": ""\u0e17\u0e48\u0e32\u0e2d\u0e32\u0e01\u0e32\u0e28\u0e22\u0e32\u0e19\u0e19\u0e32\u0e19\u0e32\u0e0a\u0e32\u0e15\u0e34\u0e40\u0e15\u0e34\u0e19\u0e40\u0e0b\u0e34\u0e19\u0e40\u0e0d\u0e34\u0e49\u0e15"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u0430\u043d \u0421\u043e\u043d \u041d\u044f\u0442"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf T\u00e2n S\u01a1n Nh\u1ea5t"", ""name:zh"": ""\u65b0\u5c71\u4e00\u56fd\u9645\u673a\u573a"", ""official_name"": ""C\u1ea3ng h\u00e0ng kh\u00f4ng qu\u1ed1c t\u1ebf T\u00e2n S\u01a1n Nh\u1ea5t"", ""old_name"": ""Phi c\u1ea3ng S\u00e0i G\u00f2n - T\u00e2n S\u01a1n Nh\u1ee9t;Phi c\u1ea3ng T\u00e2n S\u01a1n Nh\u1ee9t;Phi tr\u01b0\u1eddng T\u00e2n S\u01a1n Nh\u1ee9t;C\u0103n c\u1ee9 kh\u00f4ng qu\u00e2n T\u00e2n S\u01a1n Nh\u1ee9t"", ""old_name:en"": ""Tan Son Nhut Air Base"", ""ref"": ""SGN""}";Vietnam;VN
52.1387032, 15.798106;Port lotniczy Zielona Góra-Babimost;Zielona Góra Airport;;IEG;EPZG;pl:Port lotniczy Zielona Góra-Babimost;Q1433282;;;"Przedsiębiorstwo Państwowe ""Porty Lotnicze"" (PPL) State Enterprise Porty Lotnicze (PPL)";;https://www.openstreetmap.org/edit?node=56064358;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""59"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0417\u0435\u043b\u0451\u043d\u0430 \u0413\u0443\u0440\u0430-\u0411\u0430\u0431\u0438\u043c\u043e\u0441\u0442"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0417\u0435\u043b\u0435\u043d\u0430 \u0413\u0443\u0440\u0430-\u0411\u0430\u0431\u0456\u043c\u043e\u0441\u0442"", ""url"": ""https://dolny-slask.org.pl/3293649,Babimost,Port_lotniczy_Zielona_Gora.html""}";Poland;PL
43.0983294, 12.5093467;"Aeroporto Internazionale dell'Umbria - Perugia ""San Francesco d'Assisi""";Perugia San Francesco d'Assisi – Umbria International Airport;;PEG;LIRZ;it:Aeroporto di Perugia;Q1371018;;;;;https://www.openstreetmap.org/edit?node=60437625;umbrien_latium_aufgr_luftbild_pcn.minambiente.it;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""local_ref"": ""PG10""}";Italy;IT
-33.9717067, 18.6039556;Cape Town International Airport;Cape Town International Airport;Aéroport international du Cap;CPT;FACT;en:Cape Town International Airport;Q854130;;;Airports Company South Africa;;https://www.openstreetmap.org/edit?node=66024072;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international;public"", ""aeroway"": ""aerodrome"", ""alt_name:ar"": ""\u0645\u0637\u0627\u0631 \u0643\u064a\u0628 \u062a\u0627\u0648\u0646;\u0645\u0637\u0627\u0631 \u0643\u064a\u0628 \u062a\u0627\u0648\u0646 \u0627\u0644\u062f\u0648\u0644\u064a"", ""ele"": ""46"", ""ifr"": ""yes"", ""licensed:sacaa"": ""yes"", ""name:af"": ""Kaapstad Internasionale Lughawe"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0643\u064a\u0628 \u062a\u0648\u0646 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Internationaler Flughafen Kapstadt"", ""name:es"": ""Aeropuerto Internacional de la Ciudad del Cabo"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u06a9\u06cc\u067e\u200c\u062a\u0627\u0648\u0646"", ""name:fi"": ""Kapkaupungin kansainv\u00e4linen lentoasema"", ""name:it"": ""Aeroporto Internazionale di Citt\u00e0 del Capo"", ""name:nl"": ""Kaapstad Internasionale Lughawe"", ""name:pt"": ""Aeroporto Internacional da Cidade do Cabo"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041a\u0435\u0439\u043f\u0442\u0430\u0443\u043d"", ""name:sv"": ""Kapstadens internationella flygplats""}";South Africa;ZA
43.6172317, 13.3624959;"Aeroporto ""Raffaello Sanzio"" di Ancona-Falconara";Ancona Airport;;AOI;LIPY;it:Aeroporto di Ancona-Falconara;Q1155932;;;Aerdorica SpA;;https://www.openstreetmap.org/edit?node=69259949;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroporto delle Marche"", ""alt_name:es"": ""Aeropuerto de las Marcas"", ""city_served"": ""Ancona"", ""ele"": ""15"", ""local_ref"": ""AN01"", ""name:es"": ""Aeropuerto \""Raffaello Sanzio\"" de Ancona-Falconara"", ""name:it"": ""Aeroporto \""Raffaello Sanzio\"" di Ancona-Falconara"", ""short_name:es"": ""Aeropuerto de Ancona"", ""type"": ""public""}";Italy;IT
51.2385637, 22.7165883;Port Lotniczy Lublin;;;LUZ;EPLB;pl:Port lotniczy Lublin;Q620446;;;Port Lotniczy Lublin SA;;https://www.openstreetmap.org/edit?node=71386702;www.pata.pl;"{""IFR"": ""yes"", ""addr:city"": ""\u015awidnik"", ""addr:country"": ""PL"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""20-045"", ""addr:street"": ""Jana III Sobieskiego"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""contact:email"": ""info@portlotniczy.lublin.pl"", ""contact:fax"": ""+48815347441"", ""contact:phone"": ""+48815327440"", ""contact:website"": ""http://www.portlotniczy.lublin.pl"", ""ele"": ""193"", ""int_name"": ""Lublin Airport"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u044e\u0431\u043b\u0438\u043d"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u044e\u0431\u043b\u0456\u043d""}";Poland;PL
42.8976883, -8.4174874;Aeroporto de Santiago - Rosalía de Castro;Santiago - Rosalia de Castro Airport;Aéroport de Saint-Jacques - Rosalia de Castro;SCQ;LEST;gl:Aeroporto de Santiago-Rosalía de Castro;Q1432777;https://www.aena.es/gl/aeroporto-santiago/index.html;;AENA;;https://www.openstreetmap.org/edit?node=71837861;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroporto de Lavacolla"", ""alt_name:ar"": ""\u0645\u0637\u0627\u0631 \u0633\u0627\u0646\u062a\u064a\u0627\u063a\u0648 \u062f\u064a \u0643\u0648\u0645\u0628\u0648\u0633\u062a\u064a\u0644\u0627"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0634\u0646\u062a \u064a\u0627\u0642\u0628"", ""name:ca"": ""Aeroport de Santiago - Rosal\u00eda de Castro"", ""name:de"": ""Flughafen Santiago - Rosalia de Castro"", ""name:es"": ""Aeropuerto de Santiago - Rosalia de Castro"", ""name:eu"": ""Santiago - Rosalia de Castro aireportua"", ""name:gl"": ""Aeroporto de Santiago - Rosal\u00eda de Castro""}";Spain;ES
